Date,series,OPEN,HIGH,LOW,PREV.CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades
03-Jun-2019,EQ,170.50,175.00,168.40,172.60,175.00,174.50,172.80,315.55,129.0,"2,12,88,078","3,67,86,63,055.55","1,07,128"
04-Jun-2019,EQ,174.25,177.20,172.40,174.50,173.10,173.25,173.94,315.55,129.0,"1,74,28,731","3,03,15,72,570.60","1,06,012"
06-Jun-2019,EQ,174.05,175.85,168.85,173.25,169.90,169.70,172.06,315.55,129.0,"1,68,74,819","2,90,34,85,760.45","1,02,208"
07-Jun-2019,EQ,169.90,171.70,167.25,169.70,169.30,169.50,169.75,315.55,129.0,"1,44,65,703","2,45,55,00,219.50","81,066"
10-Jun-2019,EQ,170.90,172.05,163.55,169.50,166.85,166.20,166.98,313.90,129.0,"2,02,09,862","3,37,46,61,811.70","1,26,663"
11-Jun-2019,EQ,166.85,171.90,165.65,166.20,170.90,170.75,169.32,313.90,129.0,"2,03,63,493","3,44,80,19,620.45","1,19,877"
12-Jun-2019,EQ,170.90,172.20,168.10,170.75,169.30,169.05,169.98,313.90,129.0,"1,28,19,208","2,17,89,96,044.70","68,194"
13-Jun-2019,EQ,166.90,168.90,164.50,169.05,167.65,167.40,166.56,313.90,129.0,"1,51,44,315","2,52,24,47,191.70","85,391"
14-Jun-2019,EQ,167.50,167.50,163.50,167.40,163.75,164.20,165.48,313.90,129.0,"1,09,20,508","1,80,71,21,173.00","67,150"
17-Jun-2019,EQ,163.75,164.15,158.00,164.20,158.50,158.75,160.84,312.80,129.0,"1,43,81,813","2,31,31,66,765.65","93,749"
18-Jun-2019,EQ,159.00,161.00,156.75,158.75,158.70,158.30,159.07,312.80,129.0,"1,40,03,043","2,22,74,02,058.15","87,506"
19-Jun-2019,EQ,160.00,163.75,152.50,158.30,155.00,154.65,156.49,312.80,129.0,"2,52,57,018","3,95,25,28,803.75","1,53,493"
20-Jun-2019,EQ,153.45,160.00,152.15,154.65,158.95,159.25,155.76,312.80,129.0,"1,92,47,947","2,99,79,67,620.95","1,05,331"
21-Jun-2019,EQ,155.00,160.75,154.50,159.25,158.75,158.90,157.72,312.80,129.0,"2,33,04,207","3,67,56,01,614.60","1,22,483"
24-Jun-2019,EQ,158.70,160.20,156.20,158.90,158.90,159.30,158.37,306.30,129.0,"1,31,85,118","2,08,81,18,956.85","74,307"
25-Jun-2019,EQ,158.00,161.00,156.85,159.30,160.35,160.45,159.27,306.30,129.0,"1,33,68,928","2,12,93,22,653.05","68,267"
26-Jun-2019,EQ,160.10,162.20,158.75,160.45,160.90,161.10,160.65,306.30,129.0,"1,84,81,332","2,96,89,84,089.20","87,056"
27-Jun-2019,EQ,161.85,168.00,161.10,161.10,165.10,165.85,165.14,306.30,129.0,"2,66,12,983","4,39,48,97,217.25","1,29,181"
28-Jun-2019,EQ,165.20,166.75,161.35,165.85,162.45,162.55,164.36,306.30,129.0,"1,50,92,229","2,48,05,30,785.65","81,036"
01-Jul-2019,EQ,163.70,169.40,163.20,162.55,167.60,168.00,167.23,282.00,129.0,"2,39,90,900","4,01,20,42,057.30","1,25,382"
02-Jul-2019,EQ,166.80,167.35,161.35,168.00,163.50,163.75,164.09,282.00,129.0,"1,69,03,683","2,77,38,01,156.20","91,343"
03-Jul-2019,EQ,163.75,165.00,161.70,163.75,162.55,162.30,163.01,282.00,129.0,"1,36,06,179","2,21,79,36,540.80","68,089"
04-Jul-2019,EQ,162.50,167.75,162.00,162.30,165.15,165.20,165.50,282.00,129.0,"1,95,12,938","3,22,93,35,369.35","99,930"
05-Jul-2019,EQ,165.15,166.95,159.50,165.20,159.85,160.20,163.57,282.00,129.0,"1,43,74,084","2,35,12,16,775.25","80,341"
08-Jul-2019,EQ,159.35,159.50,153.50,160.20,155.10,154.55,155.32,282.00,129.0,"1,51,49,035","2,35,29,49,648.40","91,974"
09-Jul-2019,EQ,154.00,157.15,152.75,154.55,155.80,155.80,155.18,282.00,129.0,"1,61,12,345","2,50,02,79,573.10","86,658"
10-Jul-2019,EQ,156.25,156.25,149.10,155.80,151.90,151.65,151.34,282.00,129.0,"3,17,37,846","4,80,31,70,375.50","1,58,316"
11-Jul-2019,EQ,153.00,157.70,150.35,151.65,156.50,156.80,154.52,282.00,129.0,"2,40,99,895","3,72,39,16,083.50","1,29,005"
12-Jul-2019,EQ,155.90,162.85,154.00,156.80,159.00,159.30,159.01,282.00,129.0,"2,73,07,153","4,34,21,69,835.85","1,40,682"
15-Jul-2019,EQ,159.00,162.60,157.85,159.30,160.35,160.95,160.48,282.00,129.0,"1,99,24,720","3,19,75,37,537.00","1,06,165"
16-Jul-2019,EQ,159.80,170.95,159.05,160.95,170.35,170.00,167.26,282.00,129.0,"3,90,25,331","6,52,74,37,754.50","1,93,736"
17-Jul-2019,EQ,170.00,172.35,166.30,170.00,168.05,167.90,168.87,282.00,129.0,"2,52,36,730","4,26,16,54,522.35","1,33,019"
18-Jul-2019,EQ,167.25,167.25,160.00,167.90,161.00,160.75,162.83,282.00,129.0,"1,90,55,022","3,10,27,27,938.65","1,13,728"
19-Jul-2019,EQ,161.45,162.40,153.85,160.75,155.20,154.85,156.94,282.00,129.0,"1,89,54,216","2,97,46,87,238.80","1,05,612"
22-Jul-2019,EQ,155.45,159.30,155.25,154.85,156.65,156.75,157.00,282.00,129.0,"1,59,95,349","2,51,12,92,785.65","88,371"
23-Jul-2019,EQ,157.40,159.00,154.80,156.75,156.15,156.20,156.69,282.00,129.0,"1,29,42,555","2,02,79,49,339.40","73,078"
24-Jul-2019,EQ,156.35,157.55,150.50,156.20,151.30,151.25,152.73,282.00,129.0,"1,62,92,964","2,48,84,85,598.95","91,056"
25-Jul-2019,EQ,151.30,152.50,143.75,151.25,144.00,144.30,147.11,282.00,129.0,"3,43,64,032","5,05,53,30,539.30","1,83,196"
26-Jul-2019,EQ,138.10,150.15,138.10,144.30,148.20,147.15,146.00,282.00,129.0,"8,39,05,651","12,25,00,45,385.45","3,53,350"
29-Jul-2019,EQ,146.90,146.90,136.85,147.15,137.80,137.55,140.25,282.00,129.0,"3,88,44,222","5,44,79,61,495.95","2,01,161"
30-Jul-2019,EQ,138.00,139.70,132.60,137.55,133.70,133.45,136.39,282.00,129.0,"3,57,25,524","4,87,26,99,985.15","1,85,991"
31-Jul-2019,EQ,133.50,136.40,132.50,133.45,135.75,135.60,134.39,282.00,129.0,"2,70,24,859","3,63,17,99,500.60","1,36,081"
01-Aug-2019,EQ,135.50,136.30,127.55,135.60,129.70,129.55,130.54,282.00,127.55,"3,89,91,424","5,09,00,76,867.15","2,07,269"
02-Aug-2019,EQ,128.50,133.20,127.00,129.55,130.15,130.70,130.37,282.00,127.0,"4,40,16,138","5,73,85,32,941.55","2,21,995"
05-Aug-2019,EQ,128.00,128.20,122.30,130.70,124.00,123.75,124.57,282.00,122.3,"3,54,52,262","4,41,64,30,405.85","1,80,347"
06-Aug-2019,EQ,123.05,126.55,121.75,123.75,122.25,122.50,123.83,282.00,121.75,"3,47,90,369","4,30,82,49,566.50","1,54,007"
07-Aug-2019,EQ,122.60,123.85,116.50,122.50,117.20,117.40,120.41,282.00,116.5,"3,72,87,779","4,48,97,60,016.50","1,59,615"
08-Aug-2019,EQ,118.00,125.00,116.90,117.40,124.00,124.05,120.72,282.00,116.5,"3,58,76,237","4,33,09,27,031.45","1,58,597"
09-Aug-2019,EQ,124.50,126.50,120.70,124.05,122.55,122.05,123.11,282.00,116.5,"3,92,45,417","4,83,13,15,607.60","1,78,731"
13-Aug-2019,EQ,123.80,126.30,121.00,122.05,121.65,121.95,123.42,282.00,116.5,"3,54,98,118","4,38,12,90,301.55","1,65,227"
14-Aug-2019,EQ,122.70,123.80,118.60,121.95,120.75,120.90,121.03,282.00,116.5,"3,01,36,178","3,64,73,12,365.30","1,52,935"
16-Aug-2019,EQ,119.90,122.45,117.35,120.90,120.65,121.35,119.73,282.00,116.5,"3,52,64,621","4,22,21,54,127.40","1,44,070"
19-Aug-2019,EQ,121.20,122.60,120.00,121.35,121.25,120.80,121.12,282.00,116.5,"2,31,94,786","2,80,93,90,829.65","85,169"
20-Aug-2019,EQ,120.00,124.80,119.00,120.80,123.80,123.85,122.20,282.00,116.5,"3,48,09,225","4,25,38,18,545.85","1,39,469"
21-Aug-2019,EQ,123.00,123.00,109.50,123.85,112.00,112.40,114.84,282.00,109.5,"8,35,09,593","9,59,05,96,245.10","2,98,193"
22-Aug-2019,EQ,112.00,114.00,106.20,112.40,108.05,107.70,110.03,282.00,106.2,"5,86,12,708","6,44,92,67,360.30","1,88,547"
23-Aug-2019,EQ,108.90,111.60,107.65,107.70,111.50,111.05,109.52,282.00,106.2,"4,11,78,606","4,51,00,06,832.35","1,53,440"
26-Aug-2019,EQ,114.55,115.40,106.80,111.05,110.50,110.55,110.45,282.00,106.2,"4,77,57,623","5,27,46,90,121.35","1,75,714"
27-Aug-2019,EQ,112.70,121.40,111.80,110.55,120.45,120.35,117.85,282.00,106.2,"7,06,36,441","8,32,47,18,739.15","2,81,051"
28-Aug-2019,EQ,120.55,124.00,114.80,120.35,116.70,116.35,119.62,282.00,106.2,"7,42,45,952","8,88,10,32,350.90","2,91,912"
29-Aug-2019,EQ,116.50,118.50,112.10,116.35,114.45,114.30,114.85,282.00,106.2,"4,80,98,849","5,52,41,97,858.30","1,70,324"
30-Aug-2019,EQ,115.60,117.30,112.00,114.30,116.50,116.70,114.60,282.00,106.2,"4,22,50,518","4,84,16,99,042.80","1,60,152"
03-Sep-2019,EQ,113.05,115.35,111.20,116.70,112.00,112.65,113.05,282.00,106.2,"3,69,05,736","4,17,20,69,725.25","1,36,732"
04-Sep-2019,EQ,112.00,113.00,106.00,112.65,109.75,109.50,108.57,282.00,106.0,"7,63,17,447","8,28,57,80,831.40","2,52,504"
05-Sep-2019,EQ,109.75,119.35,109.50,109.50,118.35,118.05,115.24,282.00,106.0,"7,57,89,807","8,73,37,82,896.30","2,49,817"
06-Sep-2019,EQ,118.35,122.30,116.55,118.05,121.25,121.25,119.28,282.00,106.0,"6,77,61,586","8,08,24,83,446.95","2,15,641"
09-Sep-2019,EQ,119.00,122.60,117.35,121.25,121.80,121.90,120.38,282.00,106.0,"5,12,97,512","6,17,49,85,960.95","1,77,222"
11-Sep-2019,EQ,127.00,135.00,125.30,121.90,134.90,134.35,130.86,282.00,106.0,"9,65,68,372","12,63,73,06,239.05","3,39,751"
12-Sep-2019,EQ,134.60,135.35,126.70,134.35,129.25,127.95,130.11,282.00,106.0,"7,20,84,195","9,37,92,07,006.75","2,34,911"
13-Sep-2019,EQ,129.20,130.95,125.50,127.95,129.60,129.55,128.31,282.00,106.0,"6,90,88,728","8,86,45,43,960.75","2,19,931"
16-Sep-2019,EQ,128.00,130.30,126.50,129.55,128.80,128.60,128.49,264.10,106.0,"4,09,51,047","5,26,17,03,155.55","1,38,411"
17-Sep-2019,EQ,129.00,130.50,121.35,128.60,122.20,122.00,125.69,264.10,106.0,"4,76,52,658","5,98,96,37,063.65","1,59,534"
18-Sep-2019,EQ,123.05,125.90,120.50,122.00,122.60,121.75,122.50,264.10,106.0,"5,30,48,836","6,49,84,11,543.40","1,71,845"
19-Sep-2019,EQ,123.50,125.35,121.20,121.75,124.20,124.20,123.51,264.10,106.0,"5,10,11,848","6,30,05,83,631.70","1,90,065"
20-Sep-2019,EQ,125.00,137.75,122.60,124.20,133.15,133.25,131.52,264.10,106.0,"8,92,23,235","11,73,41,94,084.40","3,16,158"
23-Sep-2019,EQ,135.00,138.40,126.50,133.25,127.70,127.90,129.85,251.00,106.0,"5,10,32,391","6,62,66,52,708.45","2,13,794"
24-Sep-2019,EQ,128.05,132.20,128.00,127.90,131.40,130.90,130.43,251.00,106.0,"4,16,59,100","5,43,37,16,718.80","1,73,224"
25-Sep-2019,EQ,129.90,129.90,121.50,130.90,123.15,123.05,124.21,251.00,106.0,"4,75,67,575","5,90,85,78,087.55","1,85,967"
26-Sep-2019,EQ,123.90,127.25,122.80,123.05,124.40,124.50,124.80,251.00,106.0,"4,58,66,398","5,72,40,27,997.65","1,93,163"
27-Sep-2019,EQ,122.00,122.45,118.20,124.50,120.10,119.90,120.03,251.00,106.0,"4,58,75,793","5,50,64,28,000.75","1,88,975"
30-Sep-2019,EQ,120.65,120.85,116.40,119.90,117.45,117.45,118.06,239.35,106.0,"3,21,58,885","3,79,65,65,367.10","1,15,046"
01-Oct-2019,EQ,118.00,119.85,113.00,117.45,115.00,115.30,116.91,239.35,106.0,"4,02,32,789","4,70,37,98,686.40","1,55,181"
03-Oct-2019,EQ,112.65,123.50,112.65,115.30,122.65,122.40,120.83,239.35,106.0,"6,51,03,359","7,86,61,27,647.70","2,34,403"
04-Oct-2019,EQ,122.80,123.80,118.80,122.40,119.05,119.65,121.24,239.35,106.0,"3,57,12,218","4,32,97,96,685.55","1,22,515"
07-Oct-2019,EQ,120.25,120.55,116.35,119.65,117.40,117.50,118.59,239.35,106.0,"3,54,71,184","4,20,65,14,689.95","1,31,962"
09-Oct-2019,EQ,118.50,121.70,115.45,117.50,120.95,120.90,118.42,239.35,106.0,"4,46,66,296","5,28,93,46,768.05","1,57,065"
10-Oct-2019,EQ,119.30,119.70,116.20,120.90,116.80,116.80,117.54,239.35,106.0,"3,12,29,192","3,67,07,74,769.45","1,17,692"
11-Oct-2019,EQ,118.05,122.20,117.25,116.80,121.15,121.30,119.71,239.35,106.0,"4,10,27,561","4,91,13,21,946.75","1,33,759"
14-Oct-2019,EQ,122.60,130.00,122.50,121.30,127.40,127.85,127.75,239.35,106.0,"6,80,48,611","8,69,33,41,103.15","2,26,951"
15-Oct-2019,EQ,127.10,128.90,123.70,127.85,126.55,126.95,126.05,239.35,106.0,"5,75,48,920","7,25,39,69,725.15","1,88,137"
16-Oct-2019,EQ,127.30,128.30,124.50,126.95,125.90,125.85,126.33,239.35,106.0,"3,15,22,518","3,98,23,36,571.30","1,16,464"
17-Oct-2019,EQ,127.10,144.35,125.10,125.85,142.55,139.50,134.19,239.35,106.0,"6,79,33,615","9,11,57,77,154.05","2,19,228"
18-Oct-2019,EQ,139.00,141.80,135.60,139.50,136.60,136.85,137.97,239.35,106.0,"6,48,84,113","8,95,23,72,033.35","2,48,963"
22-Oct-2019,EQ,133.35,135.60,129.80,136.85,131.35,131.75,132.75,239.35,106.0,"5,35,32,482","7,10,63,69,429.80","2,31,910"
23-Oct-2019,EQ,130.45,133.80,127.25,131.75,132.30,132.65,131.20,239.35,106.0,"5,02,93,574","6,59,87,19,793.15","1,75,970"
24-Oct-2019,EQ,133.00,135.15,130.50,132.65,133.85,133.50,133.14,239.35,106.0,"4,19,51,668","5,58,55,49,982.20","1,54,844"
25-Oct-2019,EQ,132.00,133.00,125.70,133.50,126.25,126.85,129.15,239.35,106.0,"4,28,68,958","5,53,63,56,176.70","1,54,653"
27-Oct-2019,EQ,139.50,150.70,139.50,126.85,149.50,147.70,147.72,239.35,106.0,"3,94,90,461","5,83,34,20,997.70","1,63,321"
29-Oct-2019,EQ,151.90,175.50,151.20,147.70,172.15,172.45,166.77,239.35,106.0,"18,44,35,614","30,75,87,51,424.05","7,20,492"
30-Oct-2019,EQ,175.00,175.65,166.55,172.45,172.50,171.90,171.14,239.35,106.0,"9,07,59,545","15,53,25,32,656.10","4,00,940"
31-Oct-2019,EQ,169.80,179.65,168.95,171.90,177.80,177.70,176.20,239.35,106.0,"8,13,92,641","14,34,13,49,128.95","3,46,207"
01-Nov-2019,EQ,175.20,178.00,172.40,177.70,175.00,175.05,175.64,239.35,106.0,"4,06,13,555","7,13,32,68,708.10","1,83,649"
04-Nov-2019,EQ,171.60,178.45,170.85,175.05,172.25,172.20,174.09,239.35,106.0,"4,06,41,411","7,07,53,54,251.85","1,93,894"
05-Nov-2019,EQ,173.25,175.75,169.95,172.20,171.75,172.00,173.16,239.35,106.0,"3,62,68,596","6,28,03,23,319.30","1,73,036"
06-Nov-2019,EQ,172.00,176.35,170.50,172.00,174.20,174.50,173.77,239.35,106.0,"2,89,23,778","5,02,60,96,172.40","1,37,001"
07-Nov-2019,EQ,174.70,174.70,167.60,174.50,171.35,171.50,171.01,239.35,106.0,"3,86,25,387","6,60,52,13,514.90","1,62,464"
08-Nov-2019,EQ,170.75,178.90,167.80,171.50,169.50,169.05,172.68,239.35,106.0,"3,91,02,947","6,75,24,73,268.55","1,64,139"
11-Nov-2019,EQ,169.20,172.95,169.05,169.05,171.95,172.00,170.76,239.35,106.0,"2,21,92,924","3,78,96,57,620.95","94,840"
13-Nov-2019,EQ,171.50,176.00,169.40,172.00,170.20,170.60,172.82,239.35,106.0,"3,39,26,248","5,86,31,39,806.80","1,40,493"
14-Nov-2019,EQ,170.20,170.30,165.50,170.60,167.00,167.05,167.25,239.35,106.0,"2,54,33,481","4,25,36,73,835.00","1,10,113"
15-Nov-2019,EQ,169.00,173.40,167.35,167.05,168.90,168.55,170.31,239.35,106.0,"2,96,14,682","5,04,36,31,607.95","1,25,405"
18-Nov-2019,EQ,172.10,172.10,169.25,168.55,170.20,170.10,170.50,239.35,106.0,"1,90,53,232","3,24,86,53,468.20","86,849"
19-Nov-2019,EQ,170.80,171.75,167.10,170.10,167.90,167.75,168.80,239.35,106.0,"1,95,99,195","3,30,84,11,389.80","93,852"
20-Nov-2019,EQ,167.75,170.20,166.20,167.75,167.30,167.40,168.21,239.35,106.0,"1,95,04,078","3,28,07,18,229.20","82,289"
21-Nov-2019,EQ,166.95,170.10,163.00,167.40,164.30,164.15,166.91,239.35,106.0,"2,16,09,120","3,60,68,78,466.60","1,05,085"
22-Nov-2019,EQ,164.90,165.25,160.55,164.15,162.25,162.35,162.25,239.35,106.0,"2,12,00,979","3,43,98,09,964.85","1,04,018"
25-Nov-2019,EQ,160.70,166.60,159.90,162.35,166.00,166.10,163.96,239.35,106.0,"2,61,31,453","4,28,43,84,154.70","1,04,799"
26-Nov-2019,EQ,166.65,167.30,162.55,166.10,163.70,163.40,164.92,239.35,106.0,"2,55,20,822","4,20,87,84,994.85","1,08,159"
27-Nov-2019,EQ,165.30,169.30,165.00,163.40,165.90,165.90,167.14,239.35,106.0,"2,95,27,702","4,93,51,44,661.45","1,30,558"
28-Nov-2019,EQ,165.75,166.30,163.55,165.90,165.90,164.80,164.77,239.35,106.0,"1,66,09,775","2,73,68,04,603.50","82,120"
29-Nov-2019,EQ,164.80,167.75,160.60,164.80,160.95,161.50,164.33,239.35,106.0,"2,00,10,205","3,28,82,41,324.70","1,01,159"
02-Dec-2019,EQ,160.95,163.00,158.95,161.50,160.80,161.05,161.21,239.35,106.0,"1,94,41,998","3,13,42,96,770.90","1,02,827"
03-Dec-2019,EQ,162.95,162.95,157.40,161.05,158.50,158.20,159.62,239.35,106.0,"2,11,56,471","3,37,70,33,138.30","99,879"
04-Dec-2019,EQ,158.50,170.35,157.70,158.20,169.30,169.40,165.83,239.35,106.0,"7,20,84,687","11,95,40,40,386.40","3,18,152"
05-Dec-2019,EQ,170.35,172.20,165.20,169.40,166.30,166.10,168.13,239.35,106.0,"3,17,87,128","5,34,44,14,968.50","1,47,993"
06-Dec-2019,EQ,167.00,168.00,160.05,166.10,161.05,161.50,163.09,239.35,106.0,"2,77,27,162","4,52,20,95,222.55","1,14,304"
09-Dec-2019,EQ,162.00,166.45,159.75,161.50,161.20,160.50,163.56,239.35,106.0,"3,09,20,409","5,05,74,22,151.05","1,62,808"
10-Dec-2019,EQ,162.15,163.25,159.05,160.50,160.10,159.70,160.80,239.35,106.0,"2,62,59,395","4,22,24,43,036.85","1,38,289"
11-Dec-2019,EQ,160.40,163.00,157.40,159.70,162.40,161.80,160.18,239.35,106.0,"2,11,54,277","3,38,84,17,674.85","1,12,653"
12-Dec-2019,EQ,163.45,174.90,162.50,161.80,172.90,173.35,170.24,239.35,106.0,"6,61,38,915","11,25,91,63,467.70","2,67,724"
13-Dec-2019,EQ,177.25,183.95,175.50,173.35,176.80,176.70,179.29,239.35,106.0,"9,30,19,636","16,67,71,46,591.75","3,75,480"
16-Dec-2019,EQ,177.00,178.80,173.35,176.70,175.50,174.95,175.33,239.35,106.0,"2,62,49,975","4,60,24,79,341.40","1,17,697"
17-Dec-2019,EQ,176.00,181.15,175.35,174.95,180.10,180.20,178.85,239.35,106.0,"3,82,13,263","6,83,44,43,415.65","1,79,455"
18-Dec-2019,EQ,182.10,184.50,170.45,180.20,175.00,174.80,179.36,239.35,106.0,"6,38,61,334","11,45,38,87,181.70","2,64,802"
19-Dec-2019,EQ,174.65,180.20,174.00,174.80,179.10,179.15,177.58,239.35,106.0,"5,34,66,924","9,49,45,85,724.05","2,27,769"
20-Dec-2019,EQ,180.40,181.70,174.85,179.15,176.55,175.95,178.03,239.35,106.0,"4,88,18,008","8,69,09,00,247.45","1,61,184"
23-Dec-2019,EQ,176.85,179.00,174.15,175.95,176.00,176.05,176.10,239.35,106.0,"2,71,92,195","4,78,84,80,374.10","1,25,049"
24-Dec-2019,EQ,177.65,178.00,174.65,176.05,175.40,175.50,176.13,239.35,106.0,"2,05,60,311","3,62,11,94,249.85","95,500"
26-Dec-2019,EQ,175.90,176.45,174.10,175.50,174.60,174.60,175.07,239.35,106.0,"1,87,85,333","3,28,87,42,249.25","79,763"
27-Dec-2019,EQ,176.00,176.95,174.85,174.60,176.30,176.15,175.84,239.35,106.0,"1,20,95,797","2,12,69,76,078.70","60,658"
30-Dec-2019,EQ,177.20,184.35,176.30,176.15,183.75,183.70,180.59,239.35,106.0,"4,09,48,394","7,39,46,66,050.80","1,76,486"
31-Dec-2019,EQ,184.00,187.90,181.55,183.70,184.65,185.15,184.83,239.35,106.0,"5,28,69,996","9,77,18,84,964.20","2,08,099"
01-Jan-2020,EQ,185.15,186.70,183.60,185.15,184.25,184.45,185.11,239.35,106.0,"2,59,68,357","4,80,69,46,139.50","99,072"
02-Jan-2020,EQ,185.00,194.70,184.60,184.45,193.85,193.75,190.57,239.35,106.0,"5,72,89,863","10,91,75,48,856.05","2,51,258"
03-Jan-2020,EQ,192.90,195.65,189.25,193.75,191.25,191.10,192.00,239.35,106.0,"4,75,72,728","9,13,41,39,872.65","1,85,614"
06-Jan-2020,EQ,191.00,191.00,185.05,191.10,185.40,185.65,187.30,239.35,106.0,"2,86,21,212","5,36,08,00,535.45","1,38,113"
07-Jan-2020,EQ,187.00,189.40,182.30,185.65,184.35,184.70,185.41,239.35,106.0,"3,49,95,035","6,48,83,09,028.40","1,33,404"
08-Jan-2020,EQ,180.20,184.20,180.20,184.70,182.75,182.55,182.39,239.35,106.0,"2,18,62,695","3,98,75,42,675.35","96,592"
09-Jan-2020,EQ,184.85,192.75,184.25,182.55,192.40,192.00,189.24,239.35,106.0,"4,08,03,142","7,72,15,16,796.10","1,69,349"
10-Jan-2020,EQ,192.00,199.00,190.00,192.00,194.25,196.35,193.86,239.35,106.0,"6,02,52,338","11,68,04,58,447.90","2,33,758"
13-Jan-2020,EQ,194.75,197.75,191.40,196.35,195.90,196.25,194.56,239.35,106.0,"4,05,35,961","7,88,68,57,391.10","1,53,824"
14-Jan-2020,EQ,195.70,198.25,193.60,196.25,195.20,195.85,196.42,239.35,106.0,"2,98,67,542","5,86,66,92,361.15","1,21,231"
15-Jan-2020,EQ,195.00,201.70,194.00,195.85,199.70,200.35,198.74,239.35,106.0,"3,84,85,962","7,64,86,01,826.60","1,64,803"
16-Jan-2020,EQ,199.50,200.60,196.90,200.35,197.25,197.55,198.68,239.35,106.0,"2,81,18,140","5,58,64,88,029.45","1,43,016"
17-Jan-2020,EQ,197.25,199.45,195.70,197.55,196.70,197.30,198.10,239.35,106.0,"1,82,04,088","3,60,61,75,524.30","90,448"
20-Jan-2020,EQ,198.00,201.45,194.30,197.30,195.55,195.00,197.20,239.35,106.0,"2,89,76,013","5,71,40,78,437.75","1,24,160"
21-Jan-2020,EQ,195.50,196.40,190.20,195.00,190.25,191.40,193.54,239.35,106.0,"2,08,59,400","4,03,70,92,241.75","1,01,560"
22-Jan-2020,EQ,191.95,192.50,184.25,191.40,185.60,185.60,186.78,239.35,106.0,"3,29,52,072","6,15,49,45,525.95","1,47,905"
23-Jan-2020,EQ,186.75,190.40,183.80,185.60,188.10,188.40,187.77,239.35,106.0,"3,30,32,086","6,20,24,32,630.90","1,41,362"
24-Jan-2020,EQ,188.00,191.00,185.00,188.40,186.90,186.50,188.92,239.35,106.0,"2,17,91,825","4,11,68,93,852.40","1,03,503"
27-Jan-2020,EQ,185.70,186.90,180.85,186.50,182.35,182.20,183.60,239.35,106.0,"3,01,32,428","5,53,22,77,345.25","1,35,488"
28-Jan-2020,EQ,183.90,184.30,174.90,182.20,176.40,176.10,179.62,239.35,106.0,"3,82,83,588","6,87,64,01,466.00","1,89,737"
29-Jan-2020,EQ,178.80,188.90,178.55,176.10,188.10,188.05,184.96,239.35,106.0,"6,15,85,660","11,39,10,13,391.10","2,83,929"
30-Jan-2020,EQ,190.95,192.55,184.25,188.05,186.30,186.20,188.16,239.35,106.0,"7,09,00,581","13,34,06,38,383.20","2,91,552"
31-Jan-2020,EQ,186.30,188.35,175.95,186.20,176.90,176.60,180.14,239.35,106.0,"7,56,21,897","13,62,25,83,612.15","3,08,408"
01-Feb-2020,EQ,175.40,178.80,163.70,176.60,165.40,165.60,172.07,239.35,106.0,"4,25,15,114","7,31,57,32,244.80","2,33,423"
03-Feb-2020,EQ,163.50,168.30,159.55,165.60,164.40,163.85,163.79,239.35,106.0,"6,66,16,190","10,91,13,02,308.80","3,11,155"
04-Feb-2020,EQ,166.55,168.60,161.20,163.85,166.35,165.70,165.32,239.35,106.0,"4,90,34,642","8,10,65,25,605.95","2,24,465"
05-Feb-2020,EQ,167.40,184.95,166.60,165.70,183.40,183.75,177.48,239.35,106.0,"9,29,82,265","16,50,23,92,134.00","3,57,445"
06-Feb-2020,EQ,182.00,183.40,175.75,183.75,178.50,178.85,179.03,239.35,106.0,"6,18,21,140","11,06,77,57,265.40","2,56,544"
07-Feb-2020,EQ,177.40,178.15,173.00,178.85,173.50,173.60,175.19,239.35,106.0,"4,51,95,760","7,91,80,66,883.85","1,80,734"
10-Feb-2020,EQ,173.20,173.20,168.00,173.60,169.00,168.90,169.44,239.35,106.0,"3,32,79,372","5,63,90,13,357.20","1,55,885"
11-Feb-2020,EQ,171.85,175.15,168.40,168.90,170.05,169.75,172.50,239.35,106.0,"4,28,68,276","7,39,48,06,327.20","1,70,810"
12-Feb-2020,EQ,173.00,173.30,169.00,169.75,171.10,170.95,170.83,239.35,106.0,"3,46,21,395","5,91,42,62,730.25","1,36,834"
13-Feb-2020,EQ,171.35,172.35,168.10,170.95,169.65,169.50,169.70,239.35,106.0,"2,50,49,848","4,25,08,82,168.25","99,951"
14-Feb-2020,EQ,172.00,176.20,168.30,169.50,169.65,169.10,172.52,239.35,106.0,"5,66,76,430","9,77,76,17,788.55","2,33,526"
17-Feb-2020,EQ,170.40,171.35,166.35,169.10,170.00,169.10,168.83,239.35,106.0,"3,28,93,274","5,55,34,81,163.50","1,42,023"
18-Feb-2020,EQ,168.00,168.00,158.60,169.10,162.55,161.60,162.25,239.35,106.0,"5,27,44,122","8,55,77,86,349.95","2,08,214"
19-Feb-2020,EQ,162.85,164.60,153.05,161.60,158.10,158.05,157.33,239.35,106.0,"7,89,14,233","12,41,54,30,958.40","3,21,799"
19-Feb-2020,EQ,162.85,164.60,153.05,161.60,158.10,158.05,157.33,239.35,106.0,"7,89,14,233","12,41,54,30,958.40","3,21,799"
19-Feb-2020,EQ,162.85,164.60,153.05,161.60,158.10,158.05,157.33,239.35,106.0,"7,89,14,233","12,41,54,30,958.40","3,21,799"
